tourney_date,tourney_name,surface,tourney_level,round,winner_name,winner_rank,loser_name,loser_rank,score,best_of,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_bpSaved,l_bpFaced,year
2017-07-03,Wimbledon,Grass,G,R128,Florian Mayer,114.0,Viktor Troicki,40.0,6-1 RET,5,17.0,2.0,0.0,17.0,13.0,13.0,0.0,0.0,0.0,3.0,23.0,11.0,4.0,4.0,6.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Marin Cilic,6.0,Philipp Kohlschreiber,60.0,6-4 6-2 6-3,5,116.0,15.0,1.0,88.0,56.0,44.0,4.0,4.0,3.0,2.0,90.0,59.0,39.0,6.0,10.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Milos Raonic,7.0,Jan Lennard Struff,53.0,7-6(5) 6-2 7-6(4),5,135.0,20.0,4.0,110.0,74.0,58.0,5.0,6.0,9.0,5.0,109.0,56.0,44.0,10.0,13.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Mikhail Youzhny,82.0,Nicolas Mahut,78.0,6-2 7-5 6-4,5,129.0,5.0,4.0,112.0,75.0,51.0,11.0,13.0,4.0,2.0,90.0,53.0,37.0,2.0,8.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Andrey Rublev,95.0,Stefano Travaglia,155.0,6-7(3) 6-3 7-5 1-6 7-5,5,207.0,10.0,5.0,168.0,107.0,76.0,5.0,10.0,20.0,7.0,172.0,98.0,68.0,9.0,15.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Albert Ramos,22.0,Jordan Thompson,86.0,6-4 6-4 7-6(4),5,144.0,3.0,4.0,115.0,86.0,59.0,5.0,6.0,5.0,1.0,100.0,56.0,40.0,1.0,4.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Jack Sock,18.0,Cristian Garin,220.0,6-3 4-6 7-6(4) 6-3,5,134.0,12.0,3.0,113.0,61.0,50.0,2.0,4.0,6.0,6.0,115.0,65.0,46.0,2.0,5.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Sebastian Ofner,216.0,Thomaz Bellucci,55.0,6-2 6-3 6-2,5,105.0,4.0,4.0,79.0,52.0,39.0,4.0,4.0,3.0,8.0,89.0,37.0,22.0,12.0,17.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Frances Tiafoe,64.0,Robin Haase,38.0,6-3 3-6 7-6(5) 7-5,5,147.0,15.0,4.0,131.0,81.0,56.0,4.0,8.0,14.0,3.0,131.0,88.0,64.0,6.0,11.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Alexander Zverev,12.0,Evgeny Donskoy,98.0,6-4 7-6(3) 6-3,5,110.0,15.0,3.0,101.0,69.0,52.0,2.0,3.0,7.0,1.0,83.0,50.0,35.0,0.0,3.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Grigor Dimitrov,11.0,Diego Schwartzman,37.0,7-6(4) 6-2 6-2,5,110.0,9.0,10.0,87.0,49.0,42.0,6.0,8.0,2.0,3.0,79.0,48.0,31.0,2.0,8.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Marcos Baghdatis,65.0,James Ward,1085.0,6-4 6-4 6-3,5,100.0,17.0,2.0,78.0,44.0,43.0,0.0,0.0,8.0,3.0,85.0,58.0,42.0,6.0,10.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Dudi Sela,90.0,Marcel Granollers,112.0,4-6 6-3 1-6 6-2 6-1,5,153.0,0.0,3.0,141.0,94.0,69.0,9.0,12.0,12.0,4.0,106.0,60.0,44.0,0.0,5.0,2017
2017-07-03,Wimbledon,Grass,G,R128,John Isner,21.0,Taylor Fritz,128.0,6-4 7-6(3) 6-3,5,91.0,25.0,0.0,83.0,64.0,58.0,0.0,0.0,12.0,1.0,78.0,50.0,38.0,0.0,2.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Mischa Zverev,30.0,Bernard Tomic,59.0,6-4 6-3 6-4,5,84.0,18.0,3.0,64.0,48.0,46.0,0.0,0.0,4.0,2.0,101.0,78.0,49.0,5.0,9.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Mikhail Kukushkin,118.0,Taro Daniel,92.0,4-6 6-4 7-6(4) 6-2,5,168.0,11.0,0.0,124.0,91.0,68.0,7.0,9.0,6.0,4.0,131.0,83.0,54.0,3.0,7.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Dusan Lajovic,79.0,Stefanos Tsitsipas,192.0,6-4 6-4 6-4,5,120.0,4.0,3.0,100.0,69.0,50.0,5.0,5.0,11.0,2.0,90.0,49.0,39.0,5.0,8.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Roger Federer,5.0,Alexandr Dolgopolov,84.0,6-3 3-0 RET,5,42.0,10.0,1.0,36.0,27.0,21.0,0.0,0.0,2.0,4.0,50.0,23.0,13.0,6.0,9.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Dominic Thiem,8.0,Vasek Pospisil,73.0,6-4 6-4 6-3,5,115.0,8.0,2.0,70.0,34.0,30.0,0.0,0.0,7.0,4.0,107.0,62.0,45.0,10.0,14.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Gilles Simon,36.0,Nicolas Jarry,182.0,7-6(4) 6-3 6-3,5,134.0,5.0,4.0,95.0,45.0,38.0,7.0,8.0,8.0,6.0,125.0,75.0,48.0,11.0,15.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Jared Donaldson,67.0,Janko Tipsarevic,63.0,5-0 RET,5,12.0,2.0,0.0,8.0,3.0,3.0,0.0,0.0,0.0,3.0,17.0,10.0,4.0,2.0,5.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Paolo Lorenzi,33.0,Horacio Zeballos,52.0,7-6(3) 4-6 7-6(8) 7-5,5,222.0,10.0,4.0,153.0,88.0,66.0,8.0,11.0,13.0,6.0,142.0,82.0,60.0,3.0,6.0,2017
2017-07-03,Wimbledon,Grass,G,R128,David Ferrer,39.0,Richard Gasquet,27.0,6-3 6-4 5-7 6-2,5,174.0,1.0,5.0,130.0,85.0,59.0,5.0,6.0,0.0,0.0,120.0,71.0,47.0,7.0,11.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Steve Darcis,61.0,Ricardas Berankis,196.0,4-6 6-3 2-6 6-4 6-3,5,185.0,10.0,1.0,145.0,88.0,57.0,8.0,14.0,3.0,6.0,148.0,98.0,60.0,7.0,14.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Ryan Harrison,41.0,Borna Coric,45.0,7-6(4) 6-4 7-6(6),5,140.0,16.0,5.0,110.0,57.0,51.0,2.0,4.0,3.0,5.0,110.0,66.0,47.0,3.0,6.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Tomas Berdych,15.0,Jeremy Chardy,71.0,6-3 3-6 7-6(4) 6-4,5,142.0,12.0,3.0,111.0,64.0,56.0,4.0,5.0,17.0,2.0,107.0,77.0,64.0,0.0,2.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Gael Monfils,14.0,Daniel Brands,215.0,6-3 7-5 6-4,5,94.0,8.0,1.0,85.0,51.0,41.0,4.0,4.0,5.0,2.0,87.0,73.0,48.0,4.0,7.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Kyle Edmund,50.0,Alexander Ward,869.0,4-6 6-3 6-2 6-1,5,122.0,8.0,5.0,97.0,48.0,42.0,1.0,2.0,3.0,5.0,103.0,68.0,43.0,9.0,15.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Yuichi Sugita,44.0,Brydan Klein,232.0,7-6(5) 6-3 6-0,5,126.0,3.0,2.0,98.0,68.0,53.0,4.0,4.0,6.0,6.0,90.0,53.0,39.0,6.0,10.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Adrian Mannarino,51.0,Feliciano Lopez,25.0,5-7 6-1 6-1 4-3 RET,5,134.0,12.0,2.0,102.0,68.0,51.0,5.0,7.0,12.0,6.0,103.0,49.0,30.0,4.0,11.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Juan Martin del Potro,32.0,Thanasi Kokkinakis,486.0,6-3 3-6 7-6(2) 6-4,5,183.0,17.0,3.0,125.0,91.0,68.0,2.0,4.0,16.0,5.0,129.0,73.0,59.0,9.0,12.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Ernests Gulbis,589.0,Victor Estrella,96.0,6-1 6-1 6-2,5,87.0,8.0,4.0,67.0,44.0,38.0,6.0,6.0,0.0,7.0,68.0,40.0,20.0,4.0,11.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Adam Pavlasek,136.0,Ernesto Escobedo,74.0,6-7(7) 6-1 6-3 6-1,5,124.0,14.0,5.0,103.0,70.0,59.0,2.0,3.0,4.0,6.0,127.0,73.0,41.0,10.0,18.0,2017
2017-07-03,Wimbledon,Grass,G,R128,Novak Djokovic,4.0,Martin Klizan,47.0,6-3 2-0 RET,5,40.0,7.0,2.0,33.0,23.0,20.0,0.0,0.0,0.0,2.0,33.0,21.0,12.0,2.0,4.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Andy Murray,1.0,Dustin Brown,97.0,6-3 6-2 6-2,5,96.0,9.0,2.0,66.0,31.0,26.0,0.0,0.0,5.0,4.0,87.0,47.0,31.0,5.0,10.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Fabio Fognini,29.0,Jiri Vesely,48.0,7-6(3) 6-4 6-2,5,117.0,11.0,2.0,87.0,59.0,51.0,1.0,1.0,11.0,2.0,105.0,79.0,52.0,5.0,8.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Benoit Paire,46.0,Pierre Hugues Herbert,70.0,7-6(4) 6-1 6-4,5,104.0,6.0,6.0,98.0,52.0,41.0,3.0,4.0,7.0,5.0,90.0,50.0,36.0,3.0,7.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Jerzy Janowicz,141.0,Lucas Pouille,16.0,7-6(4) 7-6(5) 3-6 6-1,5,165.0,14.0,2.0,129.0,82.0,67.0,3.0,4.0,19.0,7.0,133.0,76.0,61.0,7.0,9.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Jo-Wilfried Tsonga,10.0,Simone Bolelli,312.0,6-1 7-5 6-2,5,114.0,13.0,2.0,78.0,51.0,43.0,4.0,4.0,1.0,1.0,97.0,66.0,34.0,8.0,13.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Sam Querrey,28.0,Nikoloz Basilashvili,54.0,6-4 4-6 6-3 6-3,5,111.0,32.0,0.0,93.0,62.0,53.0,0.0,1.0,6.0,3.0,116.0,73.0,43.0,7.0,11.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Kevin Anderson,42.0,Andreas Seppi,87.0,6-3 7-6(4) 6-3,5,100.0,16.0,1.0,82.0,53.0,47.0,0.0,0.0,10.0,2.0,79.0,49.0,38.0,3.0,5.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Ruben Bemelmans,124.0,Daniil Medvedev,49.0,6-4 6-2 3-6 2-6 6-3,5,170.0,8.0,3.0,125.0,87.0,61.0,4.0,8.0,12.0,8.0,155.0,99.0,65.0,13.0,18.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Rafael Nadal,2.0,Donald Young,43.0,6-4 6-2 7-5,5,131.0,4.0,2.0,85.0,55.0,44.0,2.0,3.0,8.0,3.0,104.0,68.0,45.0,4.0,9.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Karen Khachanov,34.0,Thiago Monteiro,100.0,3-6 7-6(5) 7-6(3) 7-5,5,189.0,15.0,5.0,162.0,106.0,76.0,15.0,18.0,10.0,4.0,144.0,83.0,64.0,4.0,7.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Aljaz Bedene,58.0,Damir Dzumhur,83.0,6-3 3-6 6-3 6-3,5,127.0,12.0,2.0,103.0,64.0,52.0,6.0,10.0,1.0,4.0,93.0,64.0,36.0,4.0,11.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Gilles Muller,26.0,Lukas Rosol,214.0,7-5 6-7(7) 4-6 6-3 9-7,5,217.0,45.0,13.0,173.0,110.0,96.0,11.0,13.0,25.0,8.0,183.0,119.0,93.0,10.0,14.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Kei Nishikori,9.0,Sergiy Stakhovsky,122.0,6-4 6-7(7) 6-1 7-6(6),5,195.0,7.0,8.0,142.0,93.0,69.0,4.0,6.0,8.0,5.0,138.0,76.0,55.0,4.0,9.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Roberto Bautista Agut,19.0,Peter Gojowczyk,140.0,6-2 6-1 3-6 6-3,5,137.0,2.0,3.0,106.0,71.0,52.0,4.0,8.0,8.0,5.0,117.0,58.0,38.0,17.0,25.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Steve Johnson,31.0,Radu Albot,108.0,6-3 6-3 4-6 6-3,5,152.0,10.0,2.0,116.0,83.0,62.0,10.0,11.0,2.0,6.0,119.0,77.0,52.0,6.0,10.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Marin Cilic,6.0,Florian Mayer,114.0,7-6(2) 6-4 7-5,5,132.0,31.0,5.0,93.0,55.0,50.0,0.0,2.0,0.0,4.0,122.0,77.0,52.0,3.0,7.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Milos Raonic,7.0,Mikhail Youzhny,82.0,3-6 7-6(7) 6-4 7-5,5,160.0,27.0,7.0,113.0,73.0,65.0,3.0,4.0,2.0,3.0,134.0,85.0,64.0,4.0,6.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Albert Ramos,22.0,Andrey Rublev,95.0,7-5 6-7(6) 4-6 6-3 6-4,5,211.0,16.0,4.0,164.0,106.0,81.0,10.0,14.0,7.0,4.0,156.0,104.0,70.0,6.0,12.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Sebastian Ofner,216.0,Jack Sock,18.0,6-3 6-4 3-6 2-6 6-2,5,164.0,15.0,7.0,132.0,79.0,63.0,12.0,15.0,17.0,8.0,139.0,81.0,59.0,10.0,14.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Alexander Zverev,12.0,Frances Tiafoe,64.0,6-3 6-4 6-3,5,93.0,11.0,4.0,84.0,55.0,43.0,1.0,1.0,11.0,4.0,76.0,48.0,36.0,2.0,6.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Grigor Dimitrov,11.0,Marcos Baghdatis,65.0,6-3 6-2 6-1,5,102.0,9.0,4.0,83.0,53.0,42.0,7.0,7.0,5.0,4.0,70.0,36.0,25.0,2.0,8.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Dudi Sela,90.0,John Isner,21.0,6-7(5) 7-6(5) 5-7 7-6(5) 6-3,5,231.0,5.0,2.0,185.0,121.0,93.0,12.0,14.0,45.0,5.0,181.0,126.0,103.0,3.0,5.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Mischa Zverev,30.0,Mikhail Kukushkin,118.0,6-1 6-2 2-6 3-6 6-4,5,184.0,14.0,5.0,120.0,93.0,64.0,4.0,9.0,3.0,1.0,150.0,102.0,60.0,10.0,17.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Roger Federer,5.0,Dusan Lajovic,79.0,7-6(0) 6-3 6-2,5,90.0,9.0,2.0,78.0,47.0,38.0,3.0,4.0,3.0,3.0,87.0,56.0,32.0,7.0,11.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Dominic Thiem,8.0,Gilles Simon,36.0,5-7 6-4 6-2 6-4,5,171.0,17.0,1.0,112.0,65.0,51.0,1.0,3.0,3.0,2.0,147.0,93.0,62.0,13.0,18.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Jared Donaldson,67.0,Paolo Lorenzi,33.0,6-4 7-6(0) 6-7(0) 6-2,5,184.0,20.0,3.0,140.0,80.0,68.0,5.0,6.0,7.0,1.0,136.0,95.0,67.0,4.0,8.0,2017
2017-07-03,Wimbledon,Grass,G,R64,David Ferrer,39.0,Steve Darcis,61.0,3-0 RET,5,12.0,0.0,1.0,12.0,6.0,5.0,0.0,0.0,0.0,1.0,10.0,3.0,3.0,3.0,4.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Tomas Berdych,15.0,Ryan Harrison,41.0,6-4 6-3 6-7(8) 6-3,5,156.0,19.0,1.0,113.0,76.0,64.0,0.0,1.0,16.0,3.0,132.0,79.0,59.0,9.0,13.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Gael Monfils,14.0,Kyle Edmund,50.0,7-6(1) 6-4 6-4,5,132.0,13.0,1.0,108.0,73.0,55.0,5.0,7.0,5.0,5.0,94.0,56.0,37.0,4.0,8.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Adrian Mannarino,51.0,Yuichi Sugita,44.0,6-1 5-7 4-6 7-6(2) 6-2,5,212.0,9.0,1.0,150.0,98.0,69.0,8.0,11.0,4.0,5.0,177.0,117.0,76.0,10.0,16.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Ernests Gulbis,589.0,Juan Martin del Potro,32.0,6-4 6-4 7-6(3),5,173.0,25.0,5.0,100.0,60.0,49.0,2.0,3.0,7.0,2.0,112.0,69.0,48.0,7.0,10.0,2017
2017-07-03,Wimbledon,Grass,G,R64,Novak Djokovic,4.0,Adam Pavlasek,136.0,6-2 6-2 6-1,5,93.0,4.0,1.0,60.0,41.0,33.0,1.0,1.0,5.0,4.0,84.0,45.0,26.0,11.0,18.0,2017
2017-07-03,Wimbledon,Grass,G,R32,Andy Murray,1.0,Fabio Fognini,29.0,6-2 4-6 6-1 7-5,5,159.0,15.0,7.0,118.0,76.0,56.0,7.0,10.0,3.0,7.0,102.0,63.0,42.0,2.0,9.0,2017
2017-07-03,Wimbledon,Grass,G,R32,Benoit Paire,46.0,Jerzy Janowicz,141.0,6-2 7-6(3) 6-3,5,102.0,14.0,5.0,102.0,63.0,51.0,7.0,7.0,4.0,2.0,81.0,42.0,33.0,2.0,5.0,2017
2017-07-03,Wimbledon,Grass,G,R32,Sam Querrey,28.0,Jo-Wilfried Tsonga,10.0,6-2 3-6 7-6(5) 1-6 7-5,5,178.0,22.0,5.0,141.0,78.0,69.0,5.0,8.0,12.0,6.0,157.0,99.0,79.0,4.0,7.0,2017
2017-07-03,Wimbledon,Grass,G,R32,Kevin Anderson,42.0,Ruben Bemelmans,124.0,7-6(3) 6-4 7-6(3),5,120.0,27.0,2.0,86.0,59.0,55.0,0.0,0.0,6.0,2.0,108.0,79.0,57.0,4.0,5.0,2017
2017-07-03,Wimbledon,Grass,G,R32,Rafael Nadal,2.0,Karen Khachanov,34.0,6-1 6-4 7-6(3),5,134.0,7.0,1.0,94.0,65.0,52.0,4.0,5.0,13.0,6.0,103.0,71.0,49.0,11.0,15.0,2017
2017-07-03,Wimbledon,Grass,G,R32,Gilles Muller,26.0,Aljaz Bedene,58.0,7-6(4) 7-5 6-4,5,147.0,19.0,4.0,98.0,61.0,50.0,3.0,5.0,15.0,4.0,123.0,72.0,50.0,7.0,11.0,2017
2017-07-03,Wimbledon,Grass,G,R32,Roberto Bautista Agut,19.0,Kei Nishikori,9.0,6-4 7-6(3) 3-6 6-3,5,200.0,3.0,3.0,146.0,97.0,73.0,9.0,11.0,5.0,7.0,146.0,88.0,62.0,8.0,11.0,2017
2017-07-03,Wimbledon,Grass,G,R32,Marin Cilic,6.0,Steve Johnson,31.0,6-4 7-6(3) 6-4,5,131.0,17.0,1.0,84.0,52.0,42.0,0.0,2.0,8.0,6.0,114.0,75.0,50.0,11.0,15.0,2017
2017-07-03,Wimbledon,Grass,G,R32,Milos Raonic,7.0,Albert Ramos,22.0,7-6(3) 6-4 7-5,5,141.0,21.0,2.0,87.0,61.0,51.0,0.0,0.0,11.0,3.0,124.0,77.0,52.0,11.0,13.0,2017
2017-07-03,Wimbledon,Grass,G,R32,Alexander Zverev,12.0,Sebastian Ofner,216.0,6-4 6-4 6-2,5,92.0,4.0,5.0,71.0,47.0,38.0,4.0,7.0,1.0,5.0,92.0,53.0,33.0,8.0,15.0,2017
2017-07-03,Wimbledon,Grass,G,R32,Grigor Dimitrov,11.0,Dudi Sela,90.0,6-1 6-1 RET,5,60.0,5.0,0.0,36.0,29.0,24.0,1.0,1.0,1.0,2.0,46.0,25.0,12.0,6.0,11.0,2017
2017-07-03,Wimbledon,Grass,G,R32,Roger Federer,5.0,Mischa Zverev,30.0,7-6(3) 6-4 6-4,5,109.0,13.0,1.0,88.0,53.0,44.0,1.0,2.0,6.0,4.0,102.0,63.0,45.0,3.0,6.0,2017
2017-07-03,Wimbledon,Grass,G,R32,Dominic Thiem,8.0,Jared Donaldson,67.0,7-5 6-4 6-2,5,123.0,4.0,3.0,96.0,54.0,42.0,7.0,8.0,4.0,3.0,87.0,40.0,29.0,4.0,9.0,2017
2017-07-03,Wimbledon,Grass,G,R32,Tomas Berdych,15.0,David Ferrer,39.0,6-3 6-4 6-3,5,105.0,3.0,1.0,75.0,45.0,38.0,1.0,1.0,3.0,2.0,93.0,56.0,36.0,4.0,8.0,2017
2017-07-03,Wimbledon,Grass,G,R32,Adrian Mannarino,51.0,Gael Monfils,14.0,7-6(3) 4-6 5-7 6-3 6-2,5,209.0,7.0,4.0,167.0,105.0,72.0,9.0,14.0,13.0,7.0,172.0,105.0,67.0,17.0,23.0,2017
2017-07-03,Wimbledon,Grass,G,R32,Novak Djokovic,4.0,Ernests Gulbis,589.0,6-4 6-1 7-6(2),5,131.0,6.0,1.0,89.0,56.0,44.0,3.0,4.0,13.0,7.0,102.0,63.0,44.0,7.0,11.0,2017
2017-07-03,Wimbledon,Grass,G,R16,Andy Murray,1.0,Benoit Paire,46.0,7-6(1) 6-4 6-4,5,141.0,4.0,0.0,99.0,70.0,47.0,8.0,11.0,9.0,10.0,123.0,66.0,43.0,11.0,16.0,2017
2017-07-03,Wimbledon,Grass,G,R16,Sam Querrey,28.0,Kevin Anderson,42.0,5-7 7-6(5) 6-3 6-7(11) 6-3,5,186.0,31.0,1.0,173.0,115.0,95.0,6.0,7.0,31.0,5.0,146.0,106.0,90.0,1.0,3.0,2017
2017-07-03,Wimbledon,Grass,G,R16,Gilles Muller,26.0,Rafael Nadal,2.0,6-3 6-4 3-6 4-6 15-13,5,288.0,30.0,10.0,212.0,133.0,106.0,14.0,16.0,23.0,2.0,177.0,119.0,95.0,5.0,8.0,2017
2017-07-03,Wimbledon,Grass,G,R16,Marin Cilic,6.0,Roberto Bautista Agut,19.0,6-2 6-2 6-2,5,100.0,9.0,0.0,78.0,43.0,34.0,5.0,6.0,0.0,3.0,67.0,52.0,27.0,2.0,9.0,2017
2017-07-03,Wimbledon,Grass,G,R16,Milos Raonic,7.0,Alexander Zverev,12.0,4-6 7-5 4-6 7-5 6-1,5,203.0,23.0,6.0,175.0,124.0,94.0,14.0,17.0,17.0,7.0,135.0,90.0,72.0,3.0,8.0,2017
2017-07-03,Wimbledon,Grass,G,R16,Roger Federer,5.0,Grigor Dimitrov,11.0,6-4 6-2 6-4,5,97.0,8.0,0.0,75.0,52.0,39.0,2.0,3.0,7.0,7.0,91.0,57.0,37.0,5.0,10.0,2017
2017-07-03,Wimbledon,Grass,G,R16,Tomas Berdych,15.0,Dominic Thiem,8.0,6-3 6-7(1) 6-3 3-6 6-3,5,172.0,15.0,2.0,141.0,105.0,87.0,4.0,5.0,11.0,6.0,132.0,74.0,60.0,10.0,13.0,2017
2017-07-03,Wimbledon,Grass,G,R16,Novak Djokovic,4.0,Adrian Mannarino,51.0,6-2 7-6(5) 6-4,5,133.0,4.0,2.0,93.0,69.0,49.0,1.0,2.0,2.0,1.0,102.0,71.0,43.0,6.0,10.0,2017
2017-07-03,Wimbledon,Grass,G,QF,Sam Querrey,28.0,Andy Murray,1.0,3-6 6-4 6-7(4) 6-1 6-1,5,161.0,27.0,2.0,116.0,74.0,62.0,4.0,7.0,8.0,2.0,132.0,82.0,60.0,4.0,12.0,2017
2017-07-03,Wimbledon,Grass,G,QF,Marin Cilic,6.0,Gilles Muller,26.0,3-6 7-6(6) 7-5 5-7 6-1,5,209.0,33.0,9.0,157.0,102.0,86.0,4.0,7.0,17.0,7.0,145.0,95.0,76.0,7.0,10.0,2017
2017-07-03,Wimbledon,Grass,G,QF,Roger Federer,5.0,Milos Raonic,7.0,6-4 6-2 7-6(4),5,117.0,11.0,2.0,89.0,61.0,55.0,5.0,5.0,11.0,0.0,96.0,70.0,50.0,3.0,6.0,2017
2017-07-03,Wimbledon,Grass,G,QF,Tomas Berdych,15.0,Novak Djokovic,4.0,7-6(2) 2-0 RET,5,63.0,1.0,1.0,46.0,27.0,25.0,0.0,0.0,1.0,0.0,47.0,39.0,25.0,0.0,1.0,2017
2017-07-03,Wimbledon,Grass,G,SF,Marin Cilic,6.0,Sam Querrey,28.0,6-7(6) 6-4 7-6(3) 7-5,5,176.0,25.0,1.0,120.0,78.0,69.0,1.0,3.0,13.0,3.0,151.0,97.0,72.0,10.0,14.0,2017
2017-07-03,Wimbledon,Grass,G,SF,Roger Federer,5.0,Tomas Berdych,15.0,7-6(4) 7-6(4) 6-4,5,138.0,13.0,4.0,105.0,70.0,59.0,5.0,6.0,9.0,0.0,128.0,79.0,54.0,7.0,9.0,2017
2017-07-03,Wimbledon,Grass,G,F,Roger Federer,5.0,Marin Cilic,6.0,6-3 6-1 6-4,5,101.0,8.0,2.0,70.0,53.0,43.0,1.0,1.0,5.0,3.0,90.0,54.0,35.0,5.0,10.0,2017
2017-07-17,Bastad,Clay,A,R32,Thiago Monteiro,103.0,Dusan Lajovic,61.0,6-3 0-0 RET,3,41.0,2.0,1.0,25.0,18.0,16.0,0.0,1.0,0.0,0.0,31.0,23.0,13.0,2.0,4.0,2017
2017-07-17,Bastad,Clay,A,R32,Facundo Bagnis,113.0,Tommy Haas,243.0,6-7(5) 6-3 6-2,3,148.0,8.0,4.0,100.0,64.0,49.0,6.0,7.0,2.0,7.0,121.0,77.0,46.0,14.0,18.0,2017
2017-07-17,Bastad,Clay,A,R32,Fernando Verdasco,39.0,Elias Ymer,237.0,4-6 6-3 6-4,3,119.0,6.0,1.0,87.0,57.0,44.0,4.0,5.0,6.0,8.0,97.0,49.0,36.0,7.0,9.0,2017
2017-07-17,Bastad,Clay,A,R32,Henri Laaksonen,100.0,Mikael Ymer,337.0,7-6(5) 7-5,3,144.0,2.0,5.0,87.0,58.0,41.0,9.0,13.0,0.0,4.0,103.0,74.0,40.0,7.0,12.0,2017
2017-07-17,Bastad,Clay,A,R32,Dustin Brown,93.0,Thomaz Bellucci,65.0,6-4 6-3,3,71.0,0.0,1.0,61.0,37.0,26.0,1.0,3.0,3.0,3.0,52.0,29.0,17.0,3.0,7.0,2017
2017-07-17,Bastad,Clay,A,R32,David Ferrer,46.0,Federico Delbonis,84.0,6-3 6-4,3,104.0,1.0,6.0,77.0,37.0,25.0,11.0,14.0,1.0,5.0,73.0,48.0,23.0,10.0,15.0,2017
2017-07-17,Bastad,Clay,A,R32,Horacio Zeballos,56.0,Nikoloz Basilashvili,51.0,6-3 6-3,3,64.0,9.0,0.0,45.0,37.0,29.0,0.0,0.0,2.0,4.0,71.0,51.0,30.0,1.0,4.0,2017
2017-07-17,Bastad,Clay,A,R32,Alexandr Dolgopolov,89.0,Leonardo Mayer,134.0,6-3 6-2,3,61.0,5.0,0.0,60.0,42.0,31.0,2.0,2.0,3.0,0.0,46.0,37.0,22.0,4.0,7.0,2017
2017-07-17,Bastad,Clay,A,R32,Ernests Gulbis,348.0,Arthur De Greef,115.0,4-6 6-3 6-2,3,117.0,7.0,6.0,88.0,40.0,29.0,4.0,7.0,4.0,3.0,88.0,51.0,34.0,10.0,15.0,2017
